,UserId,FirstName,LastName,HouseNumber,Street,City,Province,IsSuperHost
211,60716,Susan,Jones,4063,KAK ISLAND ST,REMOTE,NB,True
212,984329,Susan,Thompson,2609,N RANDALL'S WAY,FRITZ CREEK,NL,False
213,454041,Thomas,Taylor,449,GRETCHEN ST,LOWELL POINT,ON,False
214,258444,Susan,Johnson,3857,S KOBUK ST,RIDGEWAY,NS,False
215,599933,Joseph,Moore,517,MONK CT,KASILOF,YT,False
216,742464,Charles,Moore,1038,Miner Dr,KENAI,NU,False
217,607368,Maria,Taylor,471,HANNAH'S CT,NIKISKI,AB,False
218,102993,Jennifer,Taylor,1380,BLANCHE AVE,NANWALEK,YT,False
219,52801,James,Moore,1144,EL RANCHO DR,CLAM GULCH,YT,False
220,512430,John,Taylor,1725,E WESTPOINT DR #306,FRITZ CREEK,MB,False
221,398386,Mary,Davis,13,E PYRITE CIR,KACHEMAK,NS,False
222,79786,Thomas,Brown,3469,N Douglas,Ketchikan,NB,False
223,116278,John,Williams,124,N NEW HOPE FARM RD,SELDOVIA,QC,False
224,878808,John,Lee,4909,BRIARWOOD WAY,KETCHIIKAN,NL,False
225,396778,Daniel,Moore,4332,CLARKSON DR,COHOE,ON,False
226,126907,Thomas,Wilson,1518,N FARM FIELD PL,KALIFORNSKY,QC,False
227,429979,Jennifer,Smith,165,Dimond Park Loop,SALAMATOF,NT,False
228,854755,Susan,Thompson,1388,STONEMAN LN,BEAR CREEK,SK,False
229,355276,Charles,Smith,3274,New Hart Rd,SEWARD,ON,False
230,768617,Jennifer,Moore,4351,EDGEWOOD DR,MOOSE PASS,ON,False
231,59025,Elizabeth,Jackson,3768,SALMONBERRY ST,REMOTE,NB,False
232,224160,James,Martinez,1680,WELDIN AVE,SELDOVIA,BC,False
233,341366,Charles,Jackson,1175,BUCEY AVE,KETCHIAKAN,ON,False
234,566266,Thomas,Davis,3083,TEDDY LN,SEWARD,BC,False
235,377831,Robert,Miller,710,E BIRCH HILL DR,HOPE,MB,False
236,712989,Mary,Jackson,233,N VAIL DR,Ketchikan,NL,False
237,493127,John,Martin,4932,TEMPLE CIR,BEAR CREEK,BC,False
238,799775,Linda,Martinez,3604,E BLUFF VISTA CIR,SEWARD,QC,False
239,733905,Linda,Miller,3916,DAMASK CIR,COHOE,PE,False
240,764333,Linda,Thompson,4646,CONGRESS CIR,SUNRISE,ON,False
241,607930,Barbara,Taylor,3622,CHEVIGNY ST,HALIBUT COVE,NU,False
242,598857,Joseph,Johnson,3135,BEARFOOT CIR,KETCHIKNA,NL,False
243,828564,Mark,Brown,817,N GINA DR,NINILCHIK,MB,False
244,419211,Michael,Smith,4568,DAWN ST,REMOTE,NL,False
245,922204,Maria,Jackson,1170,W BEVERLY HILLS CIR,NANWALEK,NU,False
246,61270,Mary,Smith,2181,DOG FISH AVE,HAPPY VALLEY,QC,False
247,175741,Daniel,White,4994,BLUEGRASS ST,PORT GRAHAM,QC,False
248,141076,David,Thomas,2479,HUNTER CIR,HALIBUT COVE,PE,False
249,899817,Thomas,Johnson,3883,JO AVE,STERLING,MB,False
250,15479,Joseph,Taylor,1857,S HIBBARD LN,LOWELL POINT,NU,False
251,968345,Patricia,Johnson,2580,S F ST,HALIBUT COVE,NT,False
252,427320,Robert,Martinez,381,N THICKET DR,FUNNY RIVER,NB,False
253,529080,David,White,2155,BERRYMAN LN,FRITZ CREEK,NL,False
254,911026,Jennifer,Anderson,2064,GRIFFIN RD,HOPE,MB,False
255,501192,Linda,Lee,3787,COVENANTS CIR,PRIMROSE,ON,False
256,363685,Maria,Brown,4038,REAM LN,SEWARD,QC,False
257,336799,Joseph,Rodriguez,4003,S SIMM'S RD,SALAMATOF,AB,False
258,376601,Jennifer,Moore,4693,S PENINSULA DR #205,HOMER,ON,False
259,692519,Thomas,Thomas,3887,S TREASURE COVE DR,NIKOLAEVSK,BC,False
260,833213,James,Moore,3407,N ESTY DR,NINILCHIK,AB,False
261,544631,Mark,Garcia,797,LOON CT,COHOE,PE,False
262,568183,Richard,Martin,3499,BEECHWOOD ST,Ketchikan,SK,False
263,378302,Jennifer,Williams,2910,W LUCKY CREEK DR,KIETCHIKAN,QC,False
264,422210,Joseph,Smith,3335,SWAN AVE,HOPE,ON,False
265,441220,Mark,Moore,1216,SATTLEY DR,DIAMOND RIDGE,ON,False
266,763970,Linda,Martin,3451,FREITAG CIR,KIETCHIKAN,PE,False
267,565463,Mary,White,3006,BLACKBERRY DR,DIAMOND RIDGE,NU,False
268,931311,Michael,Johnson,1555,S BARGE CIR,NANWALEK,BC,True
269,572295,Mark,Taylor,4962,ANCHOR CT,KETCHIKNA,QC,False
270,208591,Barbara,Jackson,2663,CHARLES WAY,SELDOVIA VILLAGE,MB,False
271,668119,Michael,Taylor,4899,HEMI ST,MOOSE PASS,NB,False
272,691077,Thomas,Johnson,3979,S FLEET ST,HAPPY VALLEY,BC,False
273,964855,Richard,Martin,1537,MISTY LN,SELDOVIA,BC,False
274,623410,Thomas,Thomas,3100,N KOBUK AVE,RIDGEWAY,NU,False
275,197141,Robert,Williams,222,E SOUTHSHORE DR,KETCHIAKAN,NS,False
276,111398,Patricia,Smith,2644,E OUR SPUR,PRIMROSE,NL,False
277,734566,Charles,Thomas,1964,N VINCELAND CIR,REMOTE,NB,False
278,528703,Richard,Martin,1786,S AUSTIN CIR,KETCHIKAN,NB,False
279,968742,Michael,Jackson,2553,OLD MULDOON RD,PORT GRAHAM,NB,False
280,501235,Michael,Jones,4248,HELM BAY; GRANITE CREEK,KALIFORNSKY,YT,False
281,107126,David,Anderson,2742,S A ST,BEAR CREEK,SK,True
282,584971,Michael,Thompson,1251,S AMHERST CT,Ketchikan,AB,False
283,249269,Michael,Williams,3091,NEWCOMB DR,NINILCHIK,YT,False
284,305326,John,Garcia,3493,SHELL AVE,KETCHIAKAN,PE,False
285,963803,Maria,Thompson,858,SAVAGE LN,KENAI,NT,False
286,760438,Mark,Thompson,3097,KOMSOMOL ST,STERLING,BC,False
287,796717,Patricia,Williams,2515,SUNVIEW DR,KASILOF,BC,False
288,967732,William,Smith,2253,VALLEY DR,RIDGEWAY,MB,False
289,783540,Michael,Miller,2243,W STACY ST SP31,SUNRISE,NL,False
290,208775,James,Rodriguez,1489,BECK RD,HOPE,NL,False
291,1670,John,Miller,1829,E MAKUSKIN RD,KALIFORNSKY,MB,False
292,18982,Patricia,Williams,2220,GLOVER ST,KETCHIKNA,BC,False
293,253797,Mark,Jones,2665,E COUNTRY RIDGE DR,CROWN POINT,PE,False
294,866715,Jennifer,Thompson,3242,NITA ST,KETCHIAKAN,ON,False
295,151691,Thomas,Smith,2137,ALEXANDROVSKY ST,SELDOVIA,ON,True
296,211076,Robert,Williams,4254,CARLTON DR,FOX RIVER,NT,False
297,690894,Maria,Davis,4541,OLIA CT,SEWARD,AB,False
298,326720,James,Smith,4387,FOX DEN DR,KACHEMAK,NT,False
299,31994,David,Brown,1433,COTTONWOOD CIRCLE,SOLDOTNA,AB,False
300,585545,Mary,Thomas,4139,MISS VANESSA CT,FUNNY RIVER,ON,True
301,949587,Robert,Williams,3266,W 123RD AVE,LOWELL POINT,MB,False
302,883646,Jennifer,Jackson,1551,W DENNIS DR,KENAI,NU,False
303,110749,William,Jones,4452,REAM LN,COOPER LANDING,ON,False
304,336717,James,Moore,3206,STRATTON CIR,KENAI,NS,False
305,625762,Mary,Taylor,3586,RAINBOW AVE,SELDOVIA,ON,False
306,339514,Jennifer,Davis,4555,WILDWATER CIR,LOWELL POINT,SK,False
307,47497,Michael,Jackson,2387,LOUIS PL,COOPER LANDING,NU,False
308,117573,Barbara,Thompson,4307,JACKSON LANE,FUNNY RIVER,AB,False
309,999621,Daniel,Miller,673,GRANITE PL,FUNNY RIVER,NB,False
310,258181,Patricia,Brown,1629,S BLACK BEAR CUB CIR,CLAM GULCH,ON,False
311,127935,Richard,Lee,2296,CATTLE DR,KASILOF,SK,False
312,930670,Mark,Garcia,3918,W HUSH CIR,LOWELL POINT,NL,False
313,94446,Charles,Moore,4168,E LEILA LN,REMOTE,YT,False
314,211868,Elizabeth,Thompson,3536,MISTY MEADOWS DR,SALAMATOF,NL,False
315,649202,Charles,Brown,4197,Anway Rd,SEWARD,NL,False
316,71661,Mark,Davis,4798,SHADY DR,KALIFORNSKY,NU,False
317,121113,Mary,Johnson,3857,PINE CIR,FRITZ CREEK,PE,False
318,781962,Susan,Smith,4310,CRAIG CREEK CIR,KETCHIKAN,NB,False
319,257562,Patricia,Garcia,4001,WARREN AVE,KETCHIKAN,AB,False
320,764904,Thomas,Brown,2182,CADILLAC CT,NIKOLAEVSK,NL,False
321,493579,Mark,White,810,W LAKEWAY LOOP,FOX RIVER,NT,False
322,685506,Barbara,Wilson,1742,S LADUC PL,BELUGA,MB,False
323,633303,Charles,Rodriguez,4490,CORK LINE DR,COHOE,SK,True
324,890869,David,Garcia,793,OLD NENANA HWY,SOLDOTNA,NL,False
325,205368,Susan,Anderson,2500,WINCHESTER ST,HAPPY VALLEY,NU,False
326,450267,David,Taylor,3797,WILSON CT,KETCHIAKAN,ON,False
327,4011,Elizabeth,White,1518,RASPBERRY ST,Ketchikan,NT,False
328,870848,Joseph,Johnson,4897,UMIAK AVE,NIKOLAEVSK,SK,False
329,27149,Mark,Taylor,115,TONGASS LN,KIETCHIKAN,NT,False
330,848468,Maria,Johnson,3593,NOATAK WAY,BEAR CREEK,SK,False
331,313349,Elizabeth,Johnson,3693,CANDLE LITE LOOP,BELUGA,NT,False
332,66204,Maria,Taylor,2978,Teslin St,NIKOLAEVSK,MB,True
333,839790,Linda,Smith,2882,S ELK RACK CIR,KENAI,NU,False
334,562915,James,Wilson,857,W STACY ST SP 3,KENAI,SK,False
335,511101,Jennifer,Lee,2690,HELM DR,LOWELL POINT,NS,False
336,775754,Linda,White,4444,RUNNING BROOK CIR,HALIBUT COVE,YT,False
337,714475,Jennifer,Miller,2406,WHITE CLIFF AVE,HALIBUT COVE,NL,False
338,985862,Barbara,Anderson,3634,W PLATT RD,KETCHIAKAN,NB,False
339,290993,Mark,Davis,3685,E 12TH AVE,KETCHIIKAN,AB,False
340,379098,Charles,Williams,4704,YUNA KIM WAY,SOLDOTNA,PE,False
341,770105,Daniel,Anderson,880,NITA ST,BEAR CREEK,YT,False
342,432460,Linda,Anderson,2311,ENTERPRISE AVE,FRITZ CREEK,AB,False
343,805631,Robert,Jackson,993,DUCKWOOD CT,HOPE,NL,False
344,371785,Charles,Thompson,3537,BETTY ST,KETCHIIKAN,BC,False
345,156197,Barbara,Rodriguez,4443,HOLLOWELL RD,CLAM GULCH,AB,False
346,775532,Mark,Wilson,3965,ISLAND VIEW CT,KENAI,QC,False
347,108284,David,Miller,1671,W OSCAR ANDERSON LOOP,PORT GRAHAM,NL,False
348,568255,Patricia,Anderson,742,N ST HERMAN ST,HAPPY VALLEY,ON,False
